Bacteria,Country,Resistance,Tested_isolates,PeriodFrom,PeriodTill,Antibiotics,lat,long
Shigella Species,United States,1.7,8,2007,2007,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,1.6,9,2008,2008,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,2.1,10,2009,2009,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,4.4,18,2010,2010,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,6.1,18,2011,2011,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,4.5,16,2012,2012,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,5.2,18,2013,2013,Fluoroquinolones,38.8833,-77.0167
Shigella Species,Uruguay,0,51,2001,2008,Fluoroquinolones,-34.8833,-56.1667
Shigella Species,Venezuela,0,51,2010,2010,Fluoroquinolones,10.5,-66.9667
Shigella Species,Iran,2.7,260,2012,2012,Fluoroquinolones,32,53
Shigella Species,Kuwait,0,42,2003,2005,Fluoroquinolones,29.3697,47.9783
Shigella Species,Oman,0,91,2000,2002,Fluoroquinolones,23.6,58.55
Shigella Species,Pakistan,3.3,394,2002,2004,Fluoroquinolones,33.6667,73.1667
Shigella Species,Pakistan,1.7,1573,1996,2007,Fluoroquinolones,33.6667,73.1667
Shigella Species,Pakistan,0,40,2011,2011,Fluoroquinolones,33.6667,73.1667
Shigella Species,Sudan,41.3,46,2006,2007,Fluoroquinolones,15,32
Shigella Species,United Arab Emirates,10.2,49,2012,2012,Fluoroquinolones,24.4667,54.3667
Shigella Species,International network,10,98,2001,2004,Fluoroquinolones,,
Shigella Species,Austria,24.4,45,2011,2011,Fluoroquinolones,48.2,16.35
Shigella Species,Belgium,0,43,2000,2006,Fluoroquinolones,50.85,4.35
Shigella Species,Belgium,0,7307,1990,2007,Fluoroquinolones,50.85,4.35
Shigella Species,Finland,46.9,98,2012,2012,Fluoroquinolones,64,26
Shigella Species,Georgia,0,31,2012,2012,Fluoroquinolones,41.7167,44.7833
Shigella Species,Greece,0,59,2012,2012,Fluoroquinolones,39,22
Shigella Species,Ireland,13,30,2011,2011,Fluoroquinolones,53,-8
Shigella Species,Norway,14.4,111,2011,2011,Fluoroquinolones,61,8
Shigella Species,Moldova,9.2,324,2012,2012,Fluoroquinolones,47,28.9167
Shigella Species,Serbia,0.5,382,2005,2011,Fluoroquinolones,44.8,20.4667
Shigella Species,Switzerland,13.2,53,2012,2012,Fluoroquinolones,46.8333,8.3333
Shigella Species,Turkey,0,108,2011,2011,Fluoroquinolones,39.9167,32.8333
Shigella Species,Bangladesh,8.5,634,2005,2008,Fluoroquinolones,23.7,90.35
Shigella Species,India,82,50,2006,2009,Fluoroquinolones,21,78
Shigella Species,India,0,73,2009,2012,Fluoroquinolones,21,78
Shigella Species,India,71,88,2003,2007,Fluoroquinolones,21,78
Shigella Species,India,47.4,59,2001,2007,Fluoroquinolones,21,78
Shigella Species,India,50,74,2008,2013,Fluoroquinolones,21,78
Shigella Species,India,48,154,2002,2007,Fluoroquinolones,21,78
Shigella Species,India,11.2,71,2008,2010,Fluoroquinolones,21,78
Shigella Species,Nepal,17,14,2012,2012,Fluoroquinolones,26.5333,86.7333
Shigella Species,Nepal,5.7,35,2007,2007,Fluoroquinolones,26.5333,86.7333
Shigella Species,Nepal,0,51,2001,2003,Fluoroquinolones,26.5333,86.7333
Shigella Species,Nepal,17,41,2002,2004,Fluoroquinolones,26.5333,86.7333
Shigella Species,International network,10,98,2001,2004,Fluoroquinolones,,
Shigella Species,Cambodia,11.8,76,2008,2013,Fluoroquinolones,11.55,104.9167
Shigella Species,China,27.9,308,2011,2011,Fluoroquinolones,35,103
Shigella Species,China,9.7,308,2011,2011,Fluoroquinolones,35,103
Shigella Species,Fiji,0,102,2012,2012,Fluoroquinolones,-18,179
Shigella Species,Laos,0,33,2013,2013,Fluoroquinolones,17.9667,102.6
Shigella Species,Malaysia,2.9,35,2012,2012,Fluoroquinolones,3.1333,101.7
Shigella Species,Papua New Guinea,0,53,2012,2012,Fluoroquinolones,-9.5,147.1167
Shigella Species,Philippines,44.4,9,2012,2012,Fluoroquinolones,13,122
Shigella Species,Samoa,0,2,2011,2011,Fluoroquinolones,-13.8333,-171.75
Shigella Species,Vietnam,2,103,2006,2008,Fluoroquinolones,21.0333,105.85
Shigella Species,International,10,98,2001,2004,Fluoroquinolones,,
Staphylococcus Aureus,Algeria,40.5,84,2006,2007,Methicillin,28,2
Staphylococcus Aureus,Algeria,47.4,137,2006,2007,Methicillin,28,2
Staphylococcus Aureus,Botswana,23,857,2000,2007,Methicillin,-24.6583,25.9083
Staphylococcus Aureus,Burundi,13,265,2012,2012,Methicillin,-3.5,30
Staphylococcus Aureus,Ethiopia,31.6,175,2011,2012,Methicillin,9.0167,38.75
Staphylococcus Aureus,Gabon,1.6,34,2009,2010,Methicillin,0.3833,9.45
Staphylococcus Aureus,Gabon,3.7,163,2008,2010,Methicillin,0.3833,9.45
Staphylococcus Aureus,Guinea-Bissau,100,31,2013,2013,Methicillin,11.85,-15.5667
Staphylococcus Aureus,Kenya,20,207,2012,2012,Methicillin,-1.2667,36.8
Staphylococcus Aureus,Lesotho,12,75,2012,2012,Methicillin,-29.4667,27.9333
Staphylococcus Aureus,Madagascar,13.6,103,2006,2008,Methicillin,-20,47
Staphylococcus Aureus,Malawi,0,13,2013,2013,Methicillin,-13.95,33.7
Staphylococcus Aureus,Malawi,31.3,147,2006,2007,Methicillin,-13.95,33.7
Staphylococcus Aureus,Mauritania,80,41,2013,2013,Methicillin,18.15,-15.9667
Staphylococcus Aureus,Mauritius,51.5,171,2012,2012,Methicillin,-20.2,57.5
Staphylococcus Aureus,Namibia,15,1843,2012,2012,Methicillin,-22.57,17.0861
Staphylococcus Aureus,Nigeria,70,200,2006,2008,Methicillin,8,10
Staphylococcus Aureus,Nigeria,14,293,2006,2006,Methicillin,8,10
Staphylococcus Aureus,Nigeria,60.8,156,2011,2011,Methicillin,8,10
Staphylococcus Aureus,Nigeria,70,180,2003,2007,Methicillin,8,10
Staphylococcus Aureus,Nigeria,87.9,124,2008,2009,Methicillin,8,10
Staphylococcus Aureus,Nigeria,16.3,98,2009,2010,Methicillin,8,10
Staphylococcus Aureus,Nigeria,88,100,2011,2011,Methicillin,8,10
Staphylococcus Aureus,Nigeria,100,46,2010,2010,Methicillin,8,10
Staphylococcus Aureus,Nigeria,11,54,2003,2009,Methicillin,8,10
Staphylococcus Aureus,Nigeria,0,0,2003,2009,Methicillin,8,10
Staphylococcus Aureus,Nigeria,60.8,188,2011,2013,Methicillin,8,10
Staphylococcus Aureus,Nigeria,27.5,40,2009,2009,Methicillin,8,10
Staphylococcus Aureus,Nigeria,64.2,150,2009,2003,Methicillin,8,10
Staphylococcus Aureus,Nigeria,33.3,33,2006,2007,Methicillin,8,10
Staphylococcus Aureus,Nigeria,64.2,150,2009,2009,Methicillin,8,10
Staphylococcus Aureus,Nigeria,12.5,96,2007,2007,Methicillin,8,10
Staphylococcus Aureus,Nigeria,40,2511,1987,2000,Methicillin,8,10
Staphylococcus Aureus,Nigeria,94.8,58,2010,2010,Methicillin,8,10
Staphylococcus Aureus,South Africa,52,1177,2012,2013,Methicillin,-30,25
Staphylococcus Aureus,Swaziland,0,25,2013,2013,Methicillin,-26.3167,31.1333
Staphylococcus Aureus,Togo,35.7,84,2003,2005,Methicillin,6.1167,1.2167
Staphylococcus Aureus,Uganda,0,54,2007,2007,Methicillin,1.0667,31.8833
Staphylococcus Aureus,Tanzania,15,160,2008,2008,Methicillin,-6.307,34.854
Staphylococcus Aureus,Zambia,32,424,2012,2012,Methicillin,-15.4167,28.2833
Staphylococcus Aureus,Argentina,54,2177,2010,2013,Methicillin,-34.6,-58.3833
Staphylococcus Aureus,Brazil,16,388,2006,2008,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Brazil,43.4,53,2010,2013,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Brazil,2.4,102,2007,2007,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Brazil,44.5,164,2010,2010,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Brazil,35,200,2010,2010,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Brazil,5.8,52,2007,2007,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Brazil,31,2218,2005,2008,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Brazil,41.5,105,2002,2003,Methicillin,-15.7833,-47.8667
Staphylococcus Aureus,Canada,21,1052,2010,2010,Methicillin,45.4,-75.6667
Staphylococcus Aureus,Chile,90,135,2010,2013,Methicillin,-33.4333,-70.6667
Staphylococcus Aureus,Colombia,25,36,2008,2008,Methicillin,4.5833,-74.0667
Staphylococcus Aureus,Colombia,7.2,182,2007,2008,Methicillin,4.5833,-74.0667
Staphylococcus Aureus,Colombia,60,39,2008,2009,Methicillin,4.5833,-74.0667
Staphylococcus Aureus,Costa Rica,20.9,296,2006,2006,Methicillin,9.9333,-84.0833
Staphylococcus Aureus,Cuba,60,79,2009,2009,Methicillin,23.1333,-82.3833
Staphylococcus Aureus,Dominican Republic,30,1210,2009,2009,Methicillin,19,-70.6667
Staphylococcus Aureus,Ecuador,29,1111,2010,2010,Methicillin,-0.15,-78.35
Staphylococcus Aureus,El Salvador,29,198,2010,2010,Methicillin,13.6667,-89.1667
Staphylococcus Aureus,Guatemala,52,666,2010,2010,Methicillin,14.6133,-90.5353
Staphylococcus Aureus,Honduras,30,975,2010,2010,Methicillin,14.1,-87.2167
Staphylococcus Aureus,Jamaica,2.9,35,2012,2012,Methicillin,18.1824,-77.3218
Staphylococcus Aureus,Mexico,29.9,1008,2000,2007,Methicillin,19,-99.1333
Staphylococcus Aureus,Nicaragua,0,7,2010,2010,Methicillin,13,-85
Staphylococcus Aureus,Panama,22,403,2010,2010,Methicillin,8.9833,-79.5167
Staphylococcus Aureus,Panama,21,3865,2012,2012,Methicillin,8.9833,-79.5167
Staphylococcus Aureus,Paraguay,27,264,2010,2010,Methicillin,-25.266,-57.6667
Staphylococcus Aureus,Peru,36,230,2010,2013,Methicillin,-12.0433,-77.0283
Staphylococcus Aureus,Peru,84,380,2012,2013,Methicillin,-12.0433,-77.0283
Staphylococcus Aureus,Trinidad and Tobago,12,32,2007,2007,Methicillin,10.6667,-61.5167
Staphylococcus Aureus,United States,51.3,12327,2009,2010,Methicillin,38.8833,-77.0167
Staphylococcus Aureus,Uruguay,40,1253,2001,2006,Methicillin,-34.8833,-56.1667
Staphylococcus Aureus,Uruguay,76.4,89,2003,2006,Methicillin,-34.8833,-56.1667
Staphylococcus Aureus,Venezuela,31,913,2010,2013,Methicillin,10.5,-66.9667
Staphylococcus Aureus,Bahrain,10,109,2012,2012,Methicillin,26.0275,50.55
Staphylococcus Aureus,Egypt,46,122,2002,2010,Methicillin,26,30
Staphylococcus Aureus,Iran,53,2690,2012,2012,Methicillin,32,53
Staphylococcus Aureus,Iraq,46.1,657,2005,2009,Methicillin,33.3333,44.4333
Staphylococcus Aureus,Iraq,84,79,2013,2013,Methicillin,33.3333,44.4333
Staphylococcus Aureus,Kuwait,32,1846,2005,2005,Methicillin,29.3697,47.9783
Staphylococcus Aureus,Lebanon,20,479,2010,2011,Methicillin,33.9,35.5333
Staphylococcus Aureus,Libya,31,200,2007,2007,Methicillin,27,17
Staphylococcus Aureus,Morocco,6.2,16,2012,2012,Methicillin,32,-6
Staphylococcus Aureus,Morocco,52.9,31,2002,2005,Methicillin,32,-6
Staphylococcus Aureus,Morocco,19,461,2006,2008,Methicillin,32,-6
Staphylococcus Aureus,Oman,50,751,2012,2012,Methicillin,23.6,58.55
Staphylococcus Aureus,Pakistan,28,1102,2006,2008,Methicillin,33.6667,73.1667
Staphylococcus Aureus,Pakistan,72.2,346,2004,2006,Methicillin,33.6667,73.1667
Staphylococcus Aureus,Pakistan,38.4,52,2007,2007,Methicillin,33.6667,73.1667
Staphylococcus Aureus,Pakistan,30.7,289,2004,2006,Methicillin,33.6667,73.1667
Staphylococcus Aureus,Pakistan,1.5,85,2007,2008,Methicillin,33.6667,73.1667
Staphylococcus Aureus,Pakistan,38.1,1102,2006,2008,Methicillin,33.6667,73.1667
Staphylococcus Aureus,Pakistan,52.6,38,2007,2007,Methicillin,33.6667,73.1667
Staphylococcus Aureus,Qatar,13.2,53,2007,2008,Methicillin,25.3,51.5167
Staphylococcus Aureus,Qatar,0.2,514,2010,2010,Methicillin,25.3,51.5167
Staphylococcus Aureus,Saudi Arabia,92,112,2007,2007,Methicillin,24,45
Staphylococcus Aureus,Saudi Arabia,22.3,166,2004,2007,Methicillin,24,45
Staphylococcus Aureus,Saudi Arabia,39.5,186,2009,2010,Methicillin,24,45
Staphylococcus Aureus,Saudi Arabia,0,41,1997,2006,Methicillin,24,45
Staphylococcus Aureus,Saudi Arabia,39.4,688,2008,2009,Methicillin,24,45
Staphylococcus Aureus,Saudi Arabia,10.7,56,2010,2011,Methicillin,24,45
Staphylococcus Aureus,Saudi Arabia,65.7,67,2009,2009,Methicillin,24,45
Staphylococcus Aureus,Tunisia,46.4,375,2005,2006,Methicillin,34,9
Staphylococcus Aureus,Tunisia,15.7,70,2007,2009,Methicillin,34,9
Staphylococcus Aureus,Tunisia,68.1,251,2005,2006,Methicillin,34,9
Staphylococcus Aureus,Tunisia,56.3,744,2008,2011,Methicillin,34,9
Staphylococcus Aureus,United Arab Emirates,27.5,3547,2012,2012,Methicillin,24.4667,54.3667
Staphylococcus Aureus,United Arab Emirates,39.5,3434,1994,2005,Methicillin,24.4667,54.3667
Staphylococcus Aureus,Yemen,"48,3",60,2011,2011,Methicillin,15,48
Staphylococcus Aureus,International network,64,161,2012,2012,Methicillin,,
Staphylococcus Aureus,Albania,21,736,2011,2012,Methicillin,41,20
Staphylococcus Aureus,Austria,7.4,1967,2011,2011,Methicillin,48.2,16.35
Staphylococcus Aureus,Belgium,17.4,1744,2011,2011,Methicillin,50.85,4.35
Staphylococcus Aureus,Bosnia and Herzegovina,80,5,2006,2006,Methicillin,44,18
Staphylococcus Aureus,Bulgaria,22.4,214,2011,2011,Methicillin,42.75,25.5
Staphylococcus Aureus,Croatia,13,702,2012,2012,Methicillin,45.8,16
Staphylococcus Aureus,Cyprus,41.6,113,2011,2011,Methicillin,35,33
Staphylococcus Aureus,Czech Republic,14.5,1554,2011,2011,Methicillin,49.75,15.75
Staphylococcus Aureus,Denmark,1.2,1452,2011,2011,Methicillin,55.72,12.57
Staphylococcus Aureus,Estonia,1.7,116,2011,2011,Methicillin,59,26
Staphylococcus Aureus,Finland,2.8,1487,2011,2011,Methicillin,64,26
Staphylococcus Aureus,France,20.1,4716,2011,2011,Methicillin,47,2
Staphylococcus Aureus,Georgia,0.4,15,2003,2004,Methicillin,41.7167,44.7833
Staphylococcus Aureus,Germany,16.2,2374,2011,2011,Methicillin,52.5167,13.3833
Staphylococcus Aureus,Greece,39.2,784,2011,2011,Methicillin,39,22
Staphylococcus Aureus,Hungary,26.2,1156,2011,2011,Methicillin,47.4333,19.25
Staphylococcus Aureus,Iceland,2.8,71,2011,2011,Methicillin,65,-18
Staphylococcus Aureus,Ireland,23.7,1057,2011,2011,Methicillin,53,-8
Staphylococcus Aureus,Israel,48.3,834,1997,2004,Methicillin,31,35
Staphylococcus Aureus,Israel,48.2,735,1988,1994,Methicillin,31,35
Staphylococcus Aureus,Israel,42.2,526,1999,2007,Methicillin,31,35
Staphylococcus Aureus,Israel,27.3,22,2001,2006,Methicillin,31,35
Staphylococcus Aureus,Israel,32.3,45,2001,2006,Methicillin,31,35
Staphylococcus Aureus,Israel,50,4,2001,2006,Methicillin,31,35
Staphylococcus Aureus,Italy,38.2,1261,2011,2011,Methicillin,41.9,12.4833
Staphylococcus Aureus,Latvia,9.9,192,2011,2011,Methicillin,57,25
Staphylococcus Aureus,Lithuania,5.8,278,2011,2011,Methicillin,55,24
Staphylococcus Aureus,Luxembourg,20.5,127,2011,2011,Methicillin,49.6117,6.13
Staphylococcus Aureus,Malta,49.2,130,2011,2011,Methicillin,35.8833,14.5
Staphylococcus Aureus,Netherlands,1.4,1801,2011,2011,Methicillin,52.3167,5.55
Staphylococcus Aureus,Norway,0.3,1223,2011,2011,Methicillin,61,8
Staphylococcus Aureus,Poland,24.3,860,2011,2011,Methicillin,52.2167,21.0333
Staphylococcus Aureus,Portugal,54.6,1307,2011,2011,Methicillin,38.7,-9.1833
Staphylococcus Aureus,Moldova,50.3,2064,2012,2012,Methicillin,47,28.9167
Staphylococcus Aureus,Romania,50.5,107,2011,2011,Methicillin,44.4167,26.1
Staphylococcus Aureus,Russian Federation,66.8,284,2011,2013,Methicillin,60,90
Staphylococcus Aureus,Russian Federation,3.8,417,2006,2006,Methicillin,60,90
Staphylococcus Aureus,Serbia,42,270,2013,2013,Methicillin,44.8,20.4667
Staphylococcus Aureus,Serbia,44.5,172,2012,2012,Methicillin,44.8,20.4667
Staphylococcus Aureus,Slovakia,25.9,560,2011,2011,Methicillin,48.15,17.1167
Staphylococcus Aureus,Slovenia,7.1,464,2011,2011,Methicillin,46.05,14.5
Staphylococcus Aureus,Spain,22.5,1950,2011,2011,Methicillin,40.4333,-3.7
Staphylococcus Aureus,Sweden,0.8,3099,2011,2011,Methicillin,59.35,18.0667
Staphylococcus Aureus,Switzerland,10.2,18527,2012,2012,Methicillin,46.8333,8.3333
Staphylococcus Aureus,Switzerland,5,1408,2013,2013,Methicillin,46.8333,8.3333
Staphylococcus Aureus,Macedonia,41,54,2013,2013,Methicillin,41.6,21.7
Staphylococcus Aureus,Macedonia,36,25,2013,2013,Methicillin,41.6,21.7
Staphylococcus Aureus,Turkey,31.5,887,2011,2011,Methicillin,39.9167,32.8333
Staphylococcus Aureus,Turkey,26,1136,2013,2013,Methicillin,39.9167,32.8333
Staphylococcus Aureus,Ukraine,53.8,23292,2010,2010,Methicillin,49,32
Staphylococcus Aureus,United Kingdom,13.6,3408,2011,2011,Methicillin,51.5,-0.1167
Staphylococcus Aureus,Bangladesh,46,103,2011,2012,Methicillin,23.7,90.35
Staphylococcus Aureus,Bhutan,10,130,2011,2012,Methicillin,27.417,90.435
Staphylococcus Aureus,India,37,38,1994,2003,Methicillin,21,78
Staphylococcus Aureus,India,40,38,2001,2001,Methicillin,21,78
Staphylococcus Aureus,India,5.5,109,2011,2012,Methicillin,21,78
Staphylococcus Aureus,India,4.2,96,2009,2009,Methicillin,21,78
Staphylococcus Aureus,India,80.4,485,2009,2013,Methicillin,21,78
Staphylococcus Aureus,India,80.6,1022,2009,2013,Methicillin,21,78
Staphylococcus Aureus,India,43,100,2010,2010,Methicillin,21,78
Staphylococcus Aureus,India,41,26310,2008,2009,Methicillin,21,78
Staphylococcus Aureus,India,55,74,2004,2008,Methicillin,21,78
Staphylococcus Aureus,India,20.8,284,2012,2012,Methicillin,21,78
Staphylococcus Aureus,India,63,38,2007,2009,Methicillin,21,78
Staphylococcus Aureus,India,19,63,2009,2009,Methicillin,21,78
Staphylococcus Aureus,India,11.4,70,2009,2010,Methicillin,21,78
Staphylococcus Aureus,India,30,221,2007,2009,Methicillin,21,78
Staphylococcus Aureus,India,11.1,43,2003,2007,Methicillin,21,78
Staphylococcus Aureus,India,54,70,2012,2012,Methicillin,21,78
Staphylococcus Aureus,Myanmar,26,2650,2012,2012,Methicillin,22,96
Staphylococcus Aureus,Nepal,68,600,2010,2010,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Nepal,63,38,2001,2009,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Nepal,26.1,750,2003,2004,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Nepal,69.1,162,2005,2007,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Nepal,56.1,57,2007,2007,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Nepal,31.1,264,2010,2010,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Nepal,45,149,2007,2008,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Nepal,2.3,35,2008,2008,Methicillin,26.5333,86.7333
Staphylococcus Aureus,Sri Lanka,13.6,59,2010,2010,Methicillin,7,81
Staphylococcus Aureus,Thailand,21.6,14722,2012,2012,Methicillin,13.75,100.4833
Staphylococcus Aureus,Thailand,24.2,6574,2012,2012,Methicillin,13.75,100.4833
Staphylococcus Aureus,International network,64,161,2012,2012,Methicillin,,
Staphylococcus Aureus,Australia,30,703,2011,2013,Methicillin,-35.308,149.1245
Staphylococcus Aureus,Brunei Darussalam,8.2,911,2012,2012,Methicillin,4.8903,114.9422
Staphylococcus Aureus,Cambodia,55.6,36,2013,2013,Methicillin,11.55,104.9167
Staphylococcus Aureus,Cambodia,37.8,45,2013,2013,Methicillin,11.55,104.9167
Staphylococcus Aureus,China,37.1,57294,2012,2013,Methicillin,35,103
Staphylococcus Aureus,China,41.1,25636,2012,2013,Methicillin,35,103
Staphylococcus Aureus,Fiji,2.4,2502,2012,2012,Methicillin,-18,179
Staphylococcus Aureus,Japan,53,221239,2012,2012,Methicillin,35.6833,139.7667
Staphylococcus Aureus,Kiribati,31,36,2012,2012,Methicillin,1.4667,173.0333
Staphylococcus Aureus,Laos,8.8,34,2012,2013,Methicillin,17.9667,102.6
Staphylococcus Aureus,Laos,21.6,37,2011,2012,Methicillin,17.9667,102.6
Staphylococcus Aureus,Malaysia,17.3,30766,2012,2012,Methicillin,3.1333,101.7
Staphylococcus Aureus,Micronesia,4,113,2011,2011,Methicillin,6.9167,158.1833
Staphylococcus Aureus,Mongolia,60.1,92,2011,2011,Methicillin,46,105
Staphylococcus Aureus,New Zealand,10.4,108786,2011,2011,Methicillin,-42,174
Staphylococcus Aureus,Papua New Guinea,43.9,164,2012,2012,Methicillin,-9.5,147.1167
Staphylococcus Aureus,Philippines,54.9,1958,2012,2012,Methicillin,13,122
Staphylococcus Aureus,South Korea,57.7,12579,2007,2011,Methicillin,37.55,126.9667
Staphylococcus Aureus,South Korea,70.6,12579,2007,2011,Methicillin,37.55,126.9667
Staphylococcus Aureus,South Korea,73,3673,2012,2012,Methicillin,37.55,126.9667
Staphylococcus Aureus,Samoa,24,389,2011,2011,Methicillin,-13.8333,-171.75
Staphylococcus Aureus,Singapore,82,28,2007,2008,Methicillin,1.3,103.8
Staphylococcus Aureus,Tonga,17.2,430,2012,2012,Methicillin,-21.1333,-175.2
Staphylococcus Aureus,International network,64,161,2012,2012,Methicillin,,
Staphylococcus Aureus,Netherlands,1.4,1801,2011,2011,Methicillin,52.3167,5.55
Staphylococcus Aureus,Norway,0.3,1223,2011,2011,Methicillin,61,8
Staphylococcus Aureus,Sweden,1,3751,2011,2011,Methicillin,59.35,18.0667
Staphylococcus Aureus,Denmark,1.2,1452,2011,2011,Methicillin,55.72,12.57
Staphylococcus Aureus,Finland,3.2,1319,2011,2011,Methicillin,64,26
Staphylococcus Aureus,Estonia,1.7,116,2011,2011,Methicillin,59,26
Staphylococcus Aureus,Iceland,2.8,71,2011,2011,Methicillin,65,-18
Staphylococcus Aureus,Austria,7.4,1966,2011,2011,Methicillin,48.2,16.35
Staphylococcus Aureus,Lithuania,5.4,278,2011,2011,Methicillin,55,24
Staphylococcus Aureus,Latvia,9.9,192,2011,2011,Methicillin,57,25
Staphylococcus Aureus,United Kingdom,13.6,3408,2011,2011,Methicillin,51.5,-0.1167
Staphylococcus Aureus,Germany,16.2,2388,2011,2011,Methicillin,52.5167,13.3833
Staphylococcus Aureus,Luxembourg,20.5,127,2011,2011,Methicillin,49.6117,6.13
Staphylococcus Aureus,Czech Republic,14.5,1555,2011,2011,Methicillin,49.75,15.75
Staphylococcus Aureus,Slovenia,7.1,464,2011,2011,Methicillin,46.05,14.5
Staphylococcus Aureus,Belgium,17.4,1744,2011,2011,Methicillin,50.85,4.35
Staphylococcus Aureus,France,20.1,4716,2011,2011,Methicillin,47,2
Staphylococcus Aureus,Ireland,23.7,1057,2011,2011,Methicillin,53,-8
Staphylococcus Aureus,Bulgaria,22.4,214,2011,2011,Methicillin,42.75,25.5
Staphylococcus Aureus,Croatia,27.7,415,2011,2011,Methicillin,45.8,16
Staphylococcus Aureus,Spain,22.5,1950,2011,2011,Methicillin,40.4333,-3.7
Staphylococcus Aureus,Hungary,26.2,1156,2011,2011,Methicillin,47.4333,19.25
Staphylococcus Aureus,Slovakia,26.1,566,2011,2011,Methicillin,48.15,17.1167
Staphylococcus Aureus,Italy,38.2,1261,2011,2011,Methicillin,41.9,12.4833
Staphylococcus Aureus,Cyprus,41.6,113,2011,2011,Methicillin,35,33
Staphylococcus Aureus,Greece,39.2,784,2011,2011,Methicillin,39,22
Staphylococcus Aureus,Malta,49.2,130,2011,2011,Methicillin,35.8833,14.5
Staphylococcus Aureus,Portugal,54.6,1307,2011,2011,Methicillin,38.7,-9.1833
Staphylococcus Aureus,Romania,49.5,109,2011,2011,Methicillin,44.4167,26.1
Staphylococcus Aureus,Poland,24.3,860,2011,2011,Methicillin,52.2167,21.0333
Staphylococcus Aureus,Netherlands,1.3,1944,2012,2012,Methicillin,52.3167,5.55
Staphylococcus Aureus,Norway,1.3,1430,2012,2012,Methicillin,61,8
Staphylococcus Aureus,Sweden,0.7,3262,2012,2012,Methicillin,59.35,18.0667
Staphylococcus Aureus,Denmark,1.3,1431,2012,2012,Methicillin,55.72,12.57
Staphylococcus Aureus,Finland,2.1,1409,2012,2012,Methicillin,64,26
Staphylococcus Aureus,Estonia,7.7,104,2012,2012,Methicillin,59,26
Staphylococcus Aureus,Iceland,1.7,58,2012,2012,Methicillin,65,-18
Staphylococcus Aureus,Austria,7.7,2164,2012,2012,Methicillin,48.2,16.35
Staphylococcus Aureus,Lithuania,10.2,323,2012,2012,Methicillin,55,24
Staphylococcus Aureus,Latvia,9,211,2012,2012,Methicillin,57,25
Staphylococcus Aureus,United Kingdom,14,2679,2012,2012,Methicillin,51.5,-0.1167
Staphylococcus Aureus,Germany,15.4,2563,2012,2012,Methicillin,52.5167,13.3833
Staphylococcus Aureus,Luxembourg,15.3,131,2012,2012,Methicillin,49.6117,6.13
Staphylococcus Aureus,Czech Republic,13,1611,2012,2012,Methicillin,49.75,15.75
Staphylococcus Aureus,Slovenia,10.3,445,2012,2012,Methicillin,46.05,14.5
Staphylococcus Aureus,Belgium,16.6,1568,2012,2012,Methicillin,50.85,4.35
Staphylococcus Aureus,France,19.2,5228,2012,2012,Methicillin,47,2
Staphylococcus Aureus,Ireland,22.6,1038,2012,2012,Methicillin,53,-8
Staphylococcus Aureus,Bulgaria,19.8,227,2012,2012,Methicillin,42.75,25.5
Staphylococcus Aureus,Croatia,21.3,403,2012,2012,Methicillin,45.8,16
Staphylococcus Aureus,Spain,24.2,1899,2012,2012,Methicillin,40.4333,-3.7
Staphylococcus Aureus,Hungary,24.8,1143,2012,2012,Methicillin,47.4333,19.25
Staphylococcus Aureus,Slovakia,21.7,474,2012,2012,Methicillin,48.15,17.1167
Staphylococcus Aureus,Italy,35.2,1636,2012,2012,Methicillin,41.9,12.4833
Staphylococcus Aureus,Cyprus,35.2,165,2012,2012,Methicillin,35,33
Staphylococcus Aureus,Greece,41,876,2012,2012,Methicillin,39,22
Staphylococcus Aureus,Malta,47.1,102,2012,2012,Methicillin,35.8833,14.5
Staphylococcus Aureus,Portugal,53.8,1455,2012,2012,Methicillin,38.7,-9.1833
Staphylococcus Aureus,Romania,53.3,229,2012,2012,Methicillin,44.4167,26.1
Staphylococcus Aureus,Poland,25.5,781,2012,2012,Methicillin,52.2167,21.0333
Staphylococcus Aureus,Netherlands,1.2,2062,2013,2013,Methicillin,52.3167,5.55
Staphylococcus Aureus,Norway,0.7,1473,2013,2013,Methicillin,61,8
Staphylococcus Aureus,Sweden,1,4099,2013,2013,Methicillin,59.35,18.0667
